DH_Weight	CoarseDependency	DistanceWeight	Language	FileName
-0.73728	xcomp	0.50327	Estonian_2.8	347991
-0.34422	advcl	2.32327	Estonian_2.8	347991
-0.04363	advmod	-2.35237	Estonian_2.8	347991
0.00063	reparandum	0.00486	Estonian_2.8	347991
0.00897	dep	0.00949	Estonian_2.8	347991
0.22909	det	-0.13353	Estonian_2.8	347991
-0.00532	list	0.0017	Estonian_2.8	347991
-0.02984	discourse	-0.06778	Estonian_2.8	347991
0.01776	fixed	0.00606	Estonian_2.8	347991
0.12373	flat	-0.02622	Estonian_2.8	347991
-0.51604	nmod	-0.0448	Estonian_2.8	347991
-0.34341	amod	-0.723	Estonian_2.8	347991
-0.05223	conj	2.88449	Estonian_2.8	347991
0.0041	vocative	-0.02631	Estonian_2.8	347991
-0.00119	compound	-0.86908	Estonian_2.8	347991
-0.03728	goeswith	0.01009	Estonian_2.8	347991
-0.66641	cop	-1.49695	Estonian_2.8	347991
0.05896	appos	0.18725	Estonian_2.8	347991
0.02602	orphan	0.01046	Estonian_2.8	347991
-0.26748	csubj	0.59871	Estonian_2.8	347991
1.43323	nsubj	-0.35132	Estonian_2.8	347991
0.34041	aux	-1.99684	Estonian_2.8	347991
-0.0133	nummod	-0.09095	Estonian_2.8	347991
0.0	punct	0.0	Estonian_2.8	347991
-3.16113	mark	-2.43457	Estonian_2.8	3652967
2.97822	parataxis	3.38012	Estonian_2.8	3652967
-3.4097	case	-1.16	Estonian_2.8	3652967
-3.77251	obl	0.17163	Estonian_2.8	3652967
-9.9498	obj	-0.11066	Estonian_2.8	3652967
4.08268	cc	-1.93513	Estonian_2.8	3652967
-3.83759	ccomp	3.01061	Estonian_2.8	3652967
-4.05125	acl	4.03253	Estonian_2.8	3652967
-4.45201	xcomp	1.81	Estonian_2.8	3652967
-3.21286	advcl	5.75595	Estonian_2.8	3652967
-0.83314	advmod	-5.50741	Estonian_2.8	3652967
0.0706	reparandum	0.01745	Estonian_2.8	3652967
-0.08478	dep	-0.11802	Estonian_2.8	3652967
-1.94922	det	-1.64566	Estonian_2.8	3652967
0.02993	list	0.01812	Estonian_2.8	3652967
-0.32435	discourse	-0.11281	Estonian_2.8	3652967
-0.51455	fixed	-0.1109	Estonian_2.8	3652967
0.06574	flat	-1.00377	Estonian_2.8	3652967
-4.92539	nmod	0.33957	Estonian_2.8	3652967
2.49713	amod	-1.7177	Estonian_2.8	3652967
-0.43397	conj	5.93984	Estonian_2.8	3652967
-0.09489	vocative	0.00835	Estonian_2.8	3652967
-0.07284	compound	-3.11564	Estonian_2.8	3652967
-0.56163	goeswith	-0.04746	Estonian_2.8	3652967
-2.345	cop	-4.45879	Estonian_2.8	3652967
1.99241	appos	1.036	Estonian_2.8	3652967
-0.5176	orphan	-0.23288	Estonian_2.8	3652967
-2.54166	csubj	2.45614	Estonian_2.8	3652967
6.1974	nsubj	0.48016	Estonian_2.8	3652967
3.9837	aux	-4.12536	Estonian_2.8	3652967
-2.19009	nummod	-0.61926	Estonian_2.8	3652967
0.0	punct	0.0	Estonian_2.8	3652967
-0.17169	mark	-1.14988	Estonian_2.8	3859234
0.15772	case	-0.4854	Estonian_2.8	3859234
0.27007	parataxis	0.98722	Estonian_2.8	3859234
0.59956	obl	0.22017	Estonian_2.8	3859234
-9.99977	obj	0.47568	Estonian_2.8	3859234
0.12312	cc	-0.89317	Estonian_2.8	3859234
-0.38872	ccomp	1.11264	Estonian_2.8	3859234
-0.41755	acl	0.99648	Estonian_2.8	3859234
-0.44041	xcomp	0.66025	Estonian_2.8	3859234
-0.03981	advcl	2.12202	Estonian_2.8	3859234
0.78748	advmod	-2.25414	Estonian_2.8	3859234
0.00376	reparandum	0.00427	Estonian_2.8	3859234
-0.00773	dep	-0.00212	Estonian_2.8	3859234
-0.25289	det	-0.10011	Estonian_2.8	3859234
-0.00215	list	-0.00546	Estonian_2.8	3859234
-0.01512	discourse	-0.14456	Estonian_2.8	3859234
-0.03821	fixed	0.00655	Estonian_2.8	3859234
0.10204	flat	-0.07279	Estonian_2.8	3859234
-0.64745	nmod	-0.07748	Estonian_2.8	3859234
-0.5989	amod	-0.54121	Estonian_2.8	3859234
-0.20058	conj	2.85768	Estonian_2.8	3859234
-0.00936	vocative	-0.02245	Estonian_2.8	3859234
-0.04038	compound	-0.72954	Estonian_2.8	3859234
0.02428	goeswith	-0.00768	Estonian_2.8	3859234
-0.72102	cop	-1.6207	Estonian_2.8	3859234
0.23796	appos	0.22089	Estonian_2.8	3859234
0.05129	orphan	-0.00524	Estonian_2.8	3859234
-0.35877	csubj	0.4931	Estonian_2.8	3859234
0.46946	nsubj	0.14913	Estonian_2.8	3859234
0.38903	aux	-2.03095	Estonian_2.8	3859234
-0.30282	nummod	-0.1632	Estonian_2.8	3859234
0.0	punct	0.0	Estonian_2.8	3859234
1.98433	mark	-3.66338	Estonian_2.8	4991919
-4.19424	case	-2.26241	Estonian_2.8	4991919
0.31839	parataxis	3.62717	Estonian_2.8	4991919
-4.60982	obl	0.73857	Estonian_2.8	4991919
10.00721	obj	1.60631	Estonian_2.8	4991919
-3.97192	cc	-3.82831	Estonian_2.8	4991919
1.08213	ccomp	3.73324	Estonian_2.8	4991919
3.29782	acl	4.0093	Estonian_2.8	4991919
-2.45337	xcomp	1.20966	Estonian_2.8	4991919
-0.45873	advcl	4.95799	Estonian_2.8	4991919
-3.93531	advmod	-4.86186	Estonian_2.8	4991919
0.03427	reparandum	-0.00166	Estonian_2.8	4991919
0.08022	dep	0.10853	Estonian_2.8	4991919
-2.34124	det	-1.47607	Estonian_2.8	4991919
0.00057	list	0.00328	Estonian_2.8	4991919
-0.60732	discourse	-0.60942	Estonian_2.8	4991919
-0.28296	fixed	0.0409	Estonian_2.8	4991919
1.23984	flat	-0.62347	Estonian_2.8	4991919
4.45163	nmod	-0.88337	Estonian_2.8	4991919
0.18276	amod	-1.9461	Estonian_2.8	4991919
-0.40955	conj	6.27446	Estonian_2.8	4991919
-0.10997	vocative	-0.21611	Estonian_2.8	4991919
-0.07097	compound	-2.69955	Estonian_2.8	4991919
0.05864	goeswith	-0.02532	Estonian_2.8	4991919
-4.8425	cop	-3.77939	Estonian_2.8	4991919
1.62413	appos	0.64229	Estonian_2.8	4991919
0.11933	orphan	0.10855	Estonian_2.8	4991919
2.9708	csubj	2.26679	Estonian_2.8	4991919
5.76812	nsubj	0.41648	Estonian_2.8	4991919
2.02065	aux	-3.46429	Estonian_2.8	4991919
-1.78775	nummod	0.59765	Estonian_2.8	4991919
0.0	punct	0.0	Estonian_2.8	4991919
2.23835	mark	-4.15784	Estonian_2.8	5236948
2.34937	parataxis	3.31793	Estonian_2.8	5236948
-3.19509	case	-0.65369	Estonian_2.8	5236948
-3.34808	obl	1.741	Estonian_2.8	5236948
10.04814	obj	1.29255	Estonian_2.8	5236948
3.81776	cc	-3.51038	Estonian_2.8	5236948
3.70023	ccomp	4.06689	Estonian_2.8	5236948
4.44145	acl	3.4685	Estonian_2.8	5236948
2.9908	xcomp	2.35663	Estonian_2.8	5236948
3.68284	advcl	4.63782	Estonian_2.8	5236948
-4.54336	advmod	-2.08188	Estonian_2.8	5236948
0.03446	reparandum	0.02537	Estonian_2.8	5236948
-0.03038	dep	0.09901	Estonian_2.8	5236948
-0.35332	det	-1.79808	Estonian_2.8	5236948
-0.01864	list	0.02301	Estonian_2.8	5236948
0.30172	discourse	-0.01705	Estonian_2.8	5236948
-0.6964	fixed	0.07992	Estonian_2.8	5236948
1.38845	flat	-0.9788	Estonian_2.8	5236948
5.25533	nmod	-1.31223	Estonian_2.8	5236948
0.83257	amod	-3.75447	Estonian_2.8	5236948
3.47101	conj	6.69202	Estonian_2.8	5236948
0.18502	vocative	-0.20076	Estonian_2.8	5236948
0.96569	compound	-2.21061	Estonian_2.8	5236948
0.13162	goeswith	-0.11653	Estonian_2.8	5236948
-3.44939	cop	-3.93264	Estonian_2.8	5236948
2.82089	appos	1.3989	Estonian_2.8	5236948
0.60945	orphan	-0.23649	Estonian_2.8	5236948
3.25247	csubj	1.51555	Estonian_2.8	5236948
5.84531	nsubj	-0.05614	Estonian_2.8	5236948
-2.60332	aux	-4.54415	Estonian_2.8	5236948
0.83894	nummod	-1.15318	Estonian_2.8	5236948
0.0	punct	0.0	Estonian_2.8	5236948
-0.3639	mark	-0.82323	Estonian_2.8	6678453
-0.01024	parataxis	0.80955	Estonian_2.8	6678453
-0.05978	case	-0.37062	Estonian_2.8	6678453
0.12533	obl	0.81769	Estonian_2.8	6678453
10.00131	obj	0.11528	Estonian_2.8	6678453
-0.0262	cc	-1.13132	Estonian_2.8	6678453
0.42548	ccomp	0.96784	Estonian_2.8	6678453
1.08471	acl	0.97429	Estonian_2.8	6678453
0.86966	xcomp	0.41804	Estonian_2.8	6678453
0.1076	advcl	2.21897	Estonian_2.8	6678453
0.15035	advmod	-2.11728	Estonian_2.8	6678453
-0.00195	reparandum	0.0005	Estonian_2.8	6678453
0.00133	dep	0.03222	Estonian_2.8	6678453
0.08897	det	-0.31426	Estonian_2.8	6678453
0.00082	list	-0.00333	Estonian_2.8	6678453
-0.01041	discourse	-0.07342	Estonian_2.8	6678453
-0.05031	fixed	0.00816	Estonian_2.8	6678453
-0.1764	flat	-0.07519	Estonian_2.8	6678453
0.85862	nmod	0.04059	Estonian_2.8	6678453
0.05237	amod	-0.50447	Estonian_2.8	6678453
0.54841	conj	3.07298	Estonian_2.8	6678453
-0.00366	vocative	-0.01688	Estonian_2.8	6678453
-0.06434	compound	-0.77617	Estonian_2.8	6678453
-0.0092	goeswith	-0.00115	Estonian_2.8	6678453
1.08445	cop	-1.60409	Estonian_2.8	6678453
-0.08586	appos	0.1929	Estonian_2.8	6678453
-0.05677	orphan	-0.00456	Estonian_2.8	6678453
0.18733	csubj	0.54565	Estonian_2.8	6678453
-1.4804	nsubj	-0.55398	Estonian_2.8	6678453
-0.39989	aux	-1.84659	Estonian_2.8	6678453
0.13267	nummod	0.00198	Estonian_2.8	6678453
0.0	punct	0.0	Estonian_2.8	6678453
1.83734	mark	-4.19217	Estonian_2.8	6964751
-3.22012	case	-3.40102	Estonian_2.8	6964751
-2.2098	parataxis	2.86468	Estonian_2.8	6964751
-2.63119	obl	1.37389	Estonian_2.8	6964751
10.04623	obj	1.65989	Estonian_2.8	6964751
3.75515	cc	-4.81898	Estonian_2.8	6964751
3.99513	ccomp	3.79464	Estonian_2.8	6964751
2.51157	xcomp	2.4257	Estonian_2.8	6964751
4.5796	acl	3.86619	Estonian_2.8	6964751
3.19994	advcl	4.8085	Estonian_2.8	6964751
-3.25012	advmod	-1.79963	Estonian_2.8	6964751
0.02271	reparandum	0.02065	Estonian_2.8	6964751
-0.01452	dep	-0.09491	Estonian_2.8	6964751
-1.52609	det	0.44317	Estonian_2.8	6964751
-0.03232	list	-0.03301	Estonian_2.8	6964751
0.70192	discourse	-0.00484	Estonian_2.8	6964751
-0.26396	fixed	-0.07778	Estonian_2.8	6964751
1.12959	flat	-0.11381	Estonian_2.8	6964751
2.84937	amod	-2.73483	Estonian_2.8	6964751
4.68015	nmod	-0.70556	Estonian_2.8	6964751
3.10487	conj	6.50718	Estonian_2.8	6964751
0.27709	vocative	0.45852	Estonian_2.8	6964751
1.05977	compound	-3.28291	Estonian_2.8	6964751
-0.092	goeswith	-0.10215	Estonian_2.8	6964751
-3.13993	cop	-4.40534	Estonian_2.8	6964751
2.30559	appos	1.57931	Estonian_2.8	6964751
0.07406	orphan	-0.07167	Estonian_2.8	6964751
3.71146	csubj	1.79885	Estonian_2.8	6964751
5.77118	nsubj	-0.69078	Estonian_2.8	6964751
-2.54502	aux	-4.48477	Estonian_2.8	6964751
0.60627	nummod	-0.58684	Estonian_2.8	6964751
0.0	punct	0.0	Estonian_2.8	6964751
-3.27443	mark	-3.5527	Estonian_2.8	7017837
-1.05388	parataxis	4.29713	Estonian_2.8	7017837
-3.60987	case	-1.25606	Estonian_2.8	7017837
-4.31297	obl	0.66923	Estonian_2.8	7017837
10.03407	obj	1.96265	Estonian_2.8	7017837
-3.37643	cc	-3.76062	Estonian_2.8	7017837
2.09651	ccomp	3.60445	Estonian_2.8	7017837
3.64827	acl	3.6937	Estonian_2.8	7017837
1.42389	xcomp	1.40009	Estonian_2.8	7017837
-0.78193	advcl	5.74485	Estonian_2.8	7017837
-2.00624	advmod	-2.5114	Estonian_2.8	7017837
0.06879	reparandum	0.02295	Estonian_2.8	7017837
0.08701	dep	0.03331	Estonian_2.8	7017837
0.71421	det	-1.28672	Estonian_2.8	7017837
-0.0824	list	-0.04642	Estonian_2.8	7017837
-0.29529	discourse	-0.13901	Estonian_2.8	7017837
0.00401	fixed	-0.00292	Estonian_2.8	7017837
2.25482	flat	-0.83161	Estonian_2.8	7017837
5.04514	nmod	-0.66051	Estonian_2.8	7017837
1.17101	amod	-3.24352	Estonian_2.8	7017837
-0.35333	conj	5.94724	Estonian_2.8	7017837
-0.35572	vocative	0.04742	Estonian_2.8	7017837
-0.67835	compound	-2.71192	Estonian_2.8	7017837
0.01424	goeswith	-0.00332	Estonian_2.8	7017837
-3.05625	cop	-4.49153	Estonian_2.8	7017837
2.77994	appos	1.29984	Estonian_2.8	7017837
0.45545	orphan	-0.06365	Estonian_2.8	7017837
3.24707	csubj	1.52435	Estonian_2.8	7017837
6.27508	nsubj	-0.25992	Estonian_2.8	7017837
2.45413	aux	-5.37217	Estonian_2.8	7017837
-0.9343	nummod	-0.05296	Estonian_2.8	7017837
0.0	punct	0.0	Estonian_2.8	7017837
1.20558	mark	-4.32834	Estonian_2.8	7413558
-2.83354	case	-2.15921	Estonian_2.8	7413558
2.71843	parataxis	3.04373	Estonian_2.8	7413558
-4.87711	obl	1.4783	Estonian_2.8	7413558
-10.00659	obj	-0.57436	Estonian_2.8	7413558
3.57021	cc	-1.97933	Estonian_2.8	7413558
-3.5993	ccomp	3.48569	Estonian_2.8	7413558
-4.00414	acl	3.90023	Estonian_2.8	7413558
-4.22496	xcomp	0.33067	Estonian_2.8	7413558
-2.06718	advcl	4.76232	Estonian_2.8	7413558
0.58894	advmod	-3.70439	Estonian_2.8	7413558
0.01489	reparandum	-0.04585	Estonian_2.8	7413558
0.09173	dep	0.13886	Estonian_2.8	7413558
-1.41903	det	-1.15569	Estonian_2.8	7413558
-0.04464	list	0.02469	Estonian_2.8	7413558
0.25043	discourse	-0.17435	Estonian_2.8	7413558
0.50757	fixed	-0.06089	Estonian_2.8	7413558
0.59203	flat	-0.5299	Estonian_2.8	7413558
-4.46664	nmod	0.17995	Estonian_2.8	7413558
-1.58974	amod	-0.48735	Estonian_2.8	7413558
-0.05654	conj	6.51027	Estonian_2.8	7413558
-0.5632	vocative	0.15673	Estonian_2.8	7413558
2.34192	compound	-3.04665	Estonian_2.8	7413558
-0.54067	goeswith	0.22221	Estonian_2.8	7413558
-4.18175	cop	-4.32571	Estonian_2.8	7413558
1.39028	appos	0.43227	Estonian_2.8	7413558
0.20116	orphan	0.14283	Estonian_2.8	7413558
-2.02064	csubj	2.6368	Estonian_2.8	7413558
5.52558	nsubj	0.70453	Estonian_2.8	7413558
0.56515	aux	-5.21149	Estonian_2.8	7413558
0.67097	nummod	-0.36622	Estonian_2.8	7413558
0.0	punct	0.0	Estonian_2.8	7413558
-3.20755	mark	-3.80478	Estonian_2.8	8033561
-0.72743	parataxis	3.16893	Estonian_2.8	8033561
3.11797	case	-0.66746	Estonian_2.8	8033561
4.98071	obl	2.21649	Estonian_2.8	8033561
-9.95061	obj	1.24112	Estonian_2.8	8033561
-4.00632	cc	-5.31787	Estonian_2.8	8033561
-3.49951	ccomp	4.19329	Estonian_2.8	8033561
-1.20251	xcomp	2.07206	Estonian_2.8	8033561
-3.76847	acl	3.55239	Estonian_2.8	8033561
-4.39395	advcl	4.88786	Estonian_2.8	8033561
4.30503	advmod	-1.7683	Estonian_2.8	8033561
0.0195	reparandum	-0.0148	Estonian_2.8	8033561
0.12069	dep	-0.06433	Estonian_2.8	8033561
0.79377	det	-1.32828	Estonian_2.8	8033561
0.03432	list	0.03944	Estonian_2.8	8033561
0.22237	discourse	-0.08663	Estonian_2.8	8033561
1.34769	fixed	0.03156	Estonian_2.8	8033561
-1.84154	flat	-1.19402	Estonian_2.8	8033561
-3.248	amod	-3.19511	Estonian_2.8	8033561
-4.86859	nmod	-0.47526	Estonian_2.8	8033561
-4.02782	conj	5.79569	Estonian_2.8	8033561
0.21131	vocative	-0.09584	Estonian_2.8	8033561
2.55157	compound	-2.27339	Estonian_2.8	8033561
0.12625	goeswith	0.07969	Estonian_2.8	8033561
3.72867	cop	-4.39003	Estonian_2.8	8033561
-2.18375	appos	1.6554	Estonian_2.8	8033561
-0.60012	orphan	0.18649	Estonian_2.8	8033561
-3.00503	csubj	1.50308	Estonian_2.8	8033561
-6.09798	nsubj	-0.66334	Estonian_2.8	8033561
0.60342	aux	-4.75587	Estonian_2.8	8033561
-0.23636	nummod	-0.52814	Estonian_2.8	8033561
0.0	punct	0.0	Estonian_2.8	8033561
-1.8515	mark	-2.64438	Estonian_2.8	8743402
-1.22078	parataxis	3.39071	Estonian_2.8	8743402
1.59182	case	-1.4884	Estonian_2.8	8743402
0.16446	obl	1.24001	Estonian_2.8	8743402
10.00784	obj	-0.45676	Estonian_2.8	8743402
-2.30872	cc	-3.17289	Estonian_2.8	8743402
1.68603	ccomp	3.86053	Estonian_2.8	8743402
-3.07239	acl	3.31988	Estonian_2.8	8743402
3.21024	xcomp	0.57949	Estonian_2.8	8743402
-3.12729	advcl	5.3083	Estonian_2.8	8743402
3.90211	advmod	-4.49938	Estonian_2.8	8743402
-0.03526	reparandum	0.01359	Estonian_2.8	8743402
-0.17868	dep	0.125	Estonian_2.8	8743402
0.21897	det	-1.37851	Estonian_2.8	8743402
0.05962	list	-0.02159	Estonian_2.8	8743402
0.491	discourse	-0.30233	Estonian_2.8	8743402
0.11655	fixed	0.00344	Estonian_2.8	8743402
-1.61365	flat	-0.96218	Estonian_2.8	8743402
-3.05047	nmod	-0.7977	Estonian_2.8	8743402
1.49692	amod	-1.42981	Estonian_2.8	8743402
-1.13272	conj	5.85719	Estonian_2.8	8743402
0.10834	vocative	-0.07332	Estonian_2.8	8743402
-1.36934	compound	-2.56947	Estonian_2.8	8743402
0.11891	goeswith	-0.14107	Estonian_2.8	8743402
4.27741	cop	-3.36265	Estonian_2.8	8743402
-1.89007	appos	1.73388	Estonian_2.8	8743402
0.11381	orphan	0.56042	Estonian_2.8	8743402
1.73528	csubj	2.47248	Estonian_2.8	8743402
-6.01485	nsubj	0.16622	Estonian_2.8	8743402
-2.81748	aux	-5.21965	Estonian_2.8	8743402
1.57212	nummod	-0.11075	Estonian_2.8	8743402
0.0	punct	0.0	Estonian_2.8	8743402
-2.77365	mark	-4.7283	Estonian_2.8	8830047
0.99905	parataxis	2.95539	Estonian_2.8	8830047
-3.88287	case	-0.06834	Estonian_2.8	8830047
-2.49852	obl	1.57664	Estonian_2.8	8830047
10.00209	obj	1.55274	Estonian_2.8	8830047
4.17911	cc	-3.62647	Estonian_2.8	8830047
1.57066	ccomp	3.75798	Estonian_2.8	8830047
4.16754	acl	3.17253	Estonian_2.8	8830047
-1.94303	xcomp	1.12101	Estonian_2.8	8830047
-0.63342	advcl	4.77058	Estonian_2.8	8830047
-3.90921	advmod	-2.61513	Estonian_2.8	8830047
0.00477	reparandum	-0.00514	Estonian_2.8	8830047
0.02062	dep	0.06391	Estonian_2.8	8830047
-0.18257	det	-1.51406	Estonian_2.8	8830047
0.01996	list	0.00733	Estonian_2.8	8830047
0.45144	discourse	-0.67429	Estonian_2.8	8830047
-0.15935	fixed	-0.11823	Estonian_2.8	8830047
1.05022	flat	-0.30574	Estonian_2.8	8830047
4.73849	nmod	-1.41135	Estonian_2.8	8830047
2.68985	amod	-3.60397	Estonian_2.8	8830047
3.18348	conj	6.35383	Estonian_2.8	8830047
-0.22555	vocative	0.03112	Estonian_2.8	8830047
-0.59736	compound	-2.45499	Estonian_2.8	8830047
-0.06907	goeswith	0.0779	Estonian_2.8	8830047
-4.08313	cop	-3.15125	Estonian_2.8	8830047
2.50649	appos	1.01983	Estonian_2.8	8830047
-0.25463	orphan	0.03968	Estonian_2.8	8830047
3.09322	csubj	2.30146	Estonian_2.8	8830047
6.16358	nsubj	-0.01495	Estonian_2.8	8830047
-2.08308	aux	-4.97711	Estonian_2.8	8830047
-2.75986	nummod	0.46787	Estonian_2.8	8830047
0.0	punct	0.0	Estonian_2.8	8830047
-2.26196	mark	-3.67828	Estonian_2.8	9258652
1.7335	parataxis	3.42599	Estonian_2.8	9258652
-4.39885	case	-0.23796	Estonian_2.8	9258652
-3.21027	obl	0.7897	Estonian_2.8	9258652
10.00947	obj	1.88492	Estonian_2.8	9258652
3.02579	cc	-1.80325	Estonian_2.8	9258652
1.43956	ccomp	3.69166	Estonian_2.8	9258652
0.0211	xcomp	2.30256	Estonian_2.8	9258652
3.52441	acl	3.62598	Estonian_2.8	9258652
-1.64942	advcl	4.99157	Estonian_2.8	9258652
-2.98945	advmod	-4.5259	Estonian_2.8	9258652
-0.01789	reparandum	0.03968	Estonian_2.8	9258652
0.15401	dep	-0.00346	Estonian_2.8	9258652
1.6601	det	-1.67508	Estonian_2.8	9258652
-0.02476	list	-0.02806	Estonian_2.8	9258652
-0.65316	discourse	-0.55779	Estonian_2.8	9258652
-0.21439	fixed	0.00618	Estonian_2.8	9258652
1.40717	flat	-1.01425	Estonian_2.8	9258652
3.00735	amod	-3.52312	Estonian_2.8	9258652
4.78188	nmod	-0.33696	Estonian_2.8	9258652
2.85028	conj	6.37678	Estonian_2.8	9258652
-0.31428	vocative	-0.26191	Estonian_2.8	9258652
1.13591	compound	-3.09088	Estonian_2.8	9258652
0.18063	goeswith	-0.08402	Estonian_2.8	9258652
-3.83766	cop	-2.93584	Estonian_2.8	9258652
2.56675	appos	1.46322	Estonian_2.8	9258652
-0.13786	orphan	0.166	Estonian_2.8	9258652
3.46493	csubj	1.21203	Estonian_2.8	9258652
5.75572	nsubj	0.02272	Estonian_2.8	9258652
-1.82374	aux	-4.84356	Estonian_2.8	9258652
2.18281	nummod	-1.3983	Estonian_2.8	9258652
0.0	punct	0.0	Estonian_2.8	9258652
-1.07007	mark	-3.20805	Estonian_2.8	9792671
-2.63604	parataxis	3.61377	Estonian_2.8	9792671
1.35487	case	-2.15143	Estonian_2.8	9792671
4.75033	obl	1.66973	Estonian_2.8	9792671
9.97778	obj	-0.40633	Estonian_2.8	9792671
-1.09682	cc	-3.16598	Estonian_2.8	9792671
3.7554	ccomp	3.34692	Estonian_2.8	9792671
3.36087	acl	3.54333	Estonian_2.8	9792671
4.35946	xcomp	0.34854	Estonian_2.8	9792671
1.7833	advcl	4.93873	Estonian_2.8	9792671
0.18975	advmod	-4.79275	Estonian_2.8	9792671
0.0036	reparandum	0.03182	Estonian_2.8	9792671
0.17387	dep	0.05725	Estonian_2.8	9792671
1.14009	det	-1.31007	Estonian_2.8	9792671
0.06256	list	-0.00684	Estonian_2.8	9792671
0.39236	discourse	-0.2765	Estonian_2.8	9792671
0.31346	fixed	0.12912	Estonian_2.8	9792671
1.82598	flat	-1.0286	Estonian_2.8	9792671
4.63878	nmod	0.24498	Estonian_2.8	9792671
3.49242	amod	-2.04212	Estonian_2.8	9792671
0.69979	conj	6.69158	Estonian_2.8	9792671
-0.02271	vocative	-0.56935	Estonian_2.8	9792671
1.33147	compound	-2.30073	Estonian_2.8	9792671
0.30056	goeswith	-0.09307	Estonian_2.8	9792671
3.49521	cop	-2.94508	Estonian_2.8	9792671
0.82698	appos	1.59328	Estonian_2.8	9792671
0.63985	orphan	-0.10051	Estonian_2.8	9792671
2.24294	csubj	2.7446	Estonian_2.8	9792671
-5.94208	nsubj	0.99588	Estonian_2.8	9792671
-3.90195	aux	-4.41633	Estonian_2.8	9792671
1.9994	nummod	-1.13528	Estonian_2.8	9792671
0.0	punct	0.0	Estonian_2.8	9792671
-0.16006	mark	-1.08016	Estonian_2.8	1403181
-0.18041	parataxis	0.92115	Estonian_2.8	1403181
-0.18681	case	-0.33226	Estonian_2.8	1403181
-0.03073	obl	0.32793	Estonian_2.8	1403181
10.00281	obj	0.41526	Estonian_2.8	1403181
-0.25414	cc	-0.99285	Estonian_2.8	1403181
0.47097	ccomp	1.05358	Estonian_2.8	1403181
0.60693	xcomp	0.35259	Estonian_2.8	1403181
0.34972	acl	0.99658	Estonian_2.8	1403181
0.41613	advcl	2.14649	Estonian_2.8	1403181
-0.01075	advmod	-2.42971	Estonian_2.8	1403181
0.0077	reparandum	0.0	Estonian_2.8	1403181
0.00303	dep	0.01902	Estonian_2.8	1403181
0.18416	det	-0.26444	Estonian_2.8	1403181
-0.00609	list	0.00407	Estonian_2.8	1403181
0.03189	discourse	-0.05811	Estonian_2.8	1403181
-0.04073	fixed	-0.01105	Estonian_2.8	1403181
-0.01362	flat	-0.11632	Estonian_2.8	1403181
0.36061	amod	-0.42303	Estonian_2.8	1403181
-0.45208	nmod	0.13368	Estonian_2.8	1403181
0.44913	conj	2.92168	Estonian_2.8	1403181
-0.03928	vocative	-0.03788	Estonian_2.8	1403181
0.08847	compound	-0.55592	Estonian_2.8	1403181
0.03033	goeswith	-0.00774	Estonian_2.8	1403181
0.51326	cop	-1.63871	Estonian_2.8	1403181
0.15184	appos	0.18284	Estonian_2.8	1403181
0.01459	orphan	-0.01342	Estonian_2.8	1403181
0.25281	csubj	0.59977	Estonian_2.8	1403181
-1.57646	nsubj	-0.2095	Estonian_2.8	1403181
-0.23633	aux	-1.89658	Estonian_2.8	1403181
0.21305	nummod	-0.00691	Estonian_2.8	1403181
0.0	punct	0.0	Estonian_2.8	1403181
-2.41023	mark	-3.39998	Estonian_2.8	173773
-1.61788	parataxis	2.8231	Estonian_2.8	173773
-3.03522	case	0.36815	Estonian_2.8	173773
-1.77632	obl	1.53336	Estonian_2.8	173773
10.01277	obj	0.95108	Estonian_2.8	173773
3.69601	cc	-4.6174	Estonian_2.8	173773
3.27736	ccomp	3.84952	Estonian_2.8	173773
4.3489	acl	3.41744	Estonian_2.8	173773
2.76678	xcomp	1.68217	Estonian_2.8	173773
1.93709	advcl	4.73715	Estonian_2.8	173773
-4.7007	advmod	-3.06957	Estonian_2.8	173773
0.02331	reparandum	0.02845	Estonian_2.8	173773
0.07804	dep	-0.00085	Estonian_2.8	173773
1.35569	det	-2.72299	Estonian_2.8	173773
0.03943	list	-0.03393	Estonian_2.8	173773
0.23433	discourse	0.12621	Estonian_2.8	173773
-0.56791	fixed	-0.09972	Estonian_2.8	173773
1.89407	flat	-1.25857	Estonian_2.8	173773
5.5699	nmod	-0.5164	Estonian_2.8	173773
3.37163	amod	-2.37495	Estonian_2.8	173773
4.18411	conj	6.61803	Estonian_2.8	173773
0.54257	vocative	-0.60057	Estonian_2.8	173773
-2.38313	compound	-1.70736	Estonian_2.8	173773
-0.11099	goeswith	-0.03096	Estonian_2.8	173773
-2.96507	cop	-4.40758	Estonian_2.8	173773
2.87952	appos	0.52344	Estonian_2.8	173773
-0.04528	orphan	0.58548	Estonian_2.8	173773
3.16097	csubj	1.75032	Estonian_2.8	173773
5.39786	nsubj	-0.44509	Estonian_2.8	173773
-0.98734	aux	-3.33674	Estonian_2.8	173773
-1.55528	nummod	-0.37078	Estonian_2.8	173773
0.0	punct	0.0	Estonian_2.8	173773
-0.20233	mark	-3.17543	Estonian_2.8	1844811
-1.54981	parataxis	3.49906	Estonian_2.8	1844811
3.65004	case	-1.29157	Estonian_2.8	1844811
2.91014	obl	0.21068	Estonian_2.8	1844811
-10.01207	obj	2.03815	Estonian_2.8	1844811
-3.50644	cc	-3.38897	Estonian_2.8	1844811
-2.88433	ccomp	3.86198	Estonian_2.8	1844811
