language	ID	basic	np	Dist_D	Dist_N	Dist_A
Erzya_2.8	5188551	SVO	NDA_	2	3	1
Erzya_2.8	5254736	SOV	DA_N	2	1	1
Erzya_2.8	7045085	SOV	DA_N	2	1	1
Erzya_2.8	7760881	SOV	DNA_	3	2	1
Erzya_2.8	8138694	SVO	NDA_	2	3	1
Erzya_2.8	8159480	SVO	NAD_	1	3	2
Erzya_2.8	90721	SOV	A_DN	1	2	1
Erzya_2.8	990694	SOV	AD_N	1	1	2
Estonian_2.8	1176234	OSV	ADN_	2	1	3
Estonian_2.8	23289	SOV	NDA_	2	3	1
Estonian_2.8	4812174	SOV	ADN_	2	1	3
Estonian_2.8	6469172	SOV	ADN_	2	1	3
Estonian_2.8	3230074	SOV	NDA_	2	3	1
Estonian_2.8	7960944	SOV	DNA_	3	2	1
Estonian_2.8	4035262	OSV	NAD_	1	3	2
Estonian_2.8	4093790	SOV	NDA_	2	3	1
Estonian_2.8	4963154	SOV	NDA_	2	3	1
Estonian_2.8	1532002	OSV	DA_N	2	1	1
Estonian_2.8	155404	OSV	DAN_	3	1	2
Estonian_2.8	1770950	SOV	DAN_	3	1	2
Estonian_2.8	3110191	SOV	DAN_	3	1	2
Estonian_2.8	3535153	OSV	DAN_	3	1	2
Estonian_2.8	3636078	SOV	DAN_	3	1	2
Estonian_2.8	4276944	OSV	DAN_	3	1	2
Estonian_2.8	6693283	SVO	DAN_	3	1	2
Estonian_2.8	7935256	OSV	DAN_	3	1	2
Estonian_2.8	8277564	OSV	DAN_	3	1	2
Estonian_2.8	8437641	OSV	DAN_	3	1	2
Estonian_2.8	8471156	OSV	DNA_	3	2	1
Estonian_2.8	9758724	SOV	DAN_	3	1	2
Faroese_2.8	7976613	SOV	DAN_	3	1	2
Faroese_2.8	8219171	SOV	NA_D	1	2	1
Faroese_2.8	8966657	SOV	AN_D	1	1	2
Faroese_2.8	1022346	SVO	A_DN	1	2	1
Faroese_2.8	1250602	OSV	ADN_	2	1	3
Faroese_2.8	2054290	SVO	A_DN	1	2	1
Faroese_2.8	9128183	OSV	A_ND	2	1	1
Faroese_2.8	5772747	SVO	DA_N	2	1	1
Faroese_2.8	8186843	SVO	DAN_	3	1	2
Faroese_2.8	3143535	OSV	NA_D	1	2	1
Faroese_2.8	2084990	SVO	DAN_	3	1	2
Faroese_2.8	2634732	SOV	NDA_	2	3	1
Faroese_2.8	2026563	SVO	DA_N	2	1	1
Faroese_2.8	217223	SOV	DA_N	2	1	1
Faroese_2.8	2232148	SVO	DA_N	2	1	1
Faroese_2.8	3025793	SVO	DAN_	3	1	2
Faroese_2.8	374784	SOV	DA_N	2	1	1
Faroese_2.8	4115163	SOV	DAN_	3	1	2
Faroese_2.8	4977254	SVO	DA_N	2	1	1
Faroese_2.8	5312610	SVO	DA_N	2	1	1
Faroese_2.8	6597321	SOV	NDA_	2	3	1
Faroese_2.8	6739076	SVO	DA_N	2	1	1
Faroese_2.8	6998278	SVO	DA_N	2	1	1
Faroese_2.8	7646993	OSV	NA_D	1	2	1
Faroese_2.8	8059656	SVO	DAN_	3	1	2
Faroese_2.8	8157233	SVO	DA_N	2	1	1
Faroese_2.8	840293	SVO	A_DN	1	2	1
Finnish_2.8	482547	SOV	DAN_	3	1	2
Finnish_2.8	6025886	SOV	DAN_	3	1	2
Finnish_2.8	717792	SOV	DAN_	3	1	2
Finnish_2.8	7396467	SOV	DAN_	3	1	2
Finnish_2.8	9547187	SOV	DAN_	3	1	2
Finnish_2.8	9713074	SOV	DAN_	3	1	2
Finnish_2.8	7292927	SOV	DNA_	3	2	1
Finnish_2.8	7989172	SOV	DNA_	3	2	1
Finnish_2.8	803083	SVO	DNA_	3	2	1
Finnish_2.8	3974132	OSV	NDA_	2	3	1
Finnish_2.8	5220222	SOV	DNA_	3	2	1
Finnish_2.8	9451616	SOV	DNA_	3	2	1
Finnish_2.8	1067494	SOV	A_DN	1	2	1
Finnish_2.8	2641829	OSV	AND_	1	2	3
Finnish_2.8	3439290	OSV	AND_	1	2	3
Finnish_2.8	3731327	SOV	A_DN	1	2	1
Finnish_2.8	4385480	SOV	A_DN	1	2	1
Finnish_2.8	5179985	SOV	NDA_	2	3	1
Finnish_2.8	5531822	SOV	A_DN	1	2	1
Finnish_2.8	5964619	OSV	AND_	1	2	3
Finnish_2.8	6879501	OSV	DAN_	3	1	2
Finnish_2.8	7058838	SOV	DAN_	3	1	2
Finnish_2.8	8833291	SOV	A_DN	1	2	1
Finnish_2.8	9212889	SOV	DAN_	3	1	2
Finnish_2.8	934521	OSV	AND_	1	2	3
Finnish_2.8	9587444	OSV	AND_	1	2	3
French-Spoken_2.8	1582170	SVO	DAN_	3	1	2
French-Spoken_2.8	1685529	SVO	DAN_	3	1	2
French_2.8	209080	SVO	A_ND	2	1	1
French_2.8	4428187	OSV	A_ND	2	1	1
French_2.8	6068903	SVO	A_ND	2	1	1
French_2.8	6109158	SVO	NA_D	1	2	1
French_2.8	6279824	SVO	A_ND	2	1	1
French_2.8	873215	OSV	A_ND	2	1	1
French_2.8	8838655	SVO	NA_D	1	2	1
French_2.8	9321090	SVO	A_ND	2	1	1
French_2.8	9579892	SVO	AN_D	1	1	2
French_2.8	964067	SVO	A_ND	2	1	1
French_2.8	9835897	SVO	A_ND	2	1	1
French_2.8	9000971	SVO	A_ND	2	1	1
French_2.8	1311441	SVO	A_ND	2	1	1
French_2.8	280157	OSV	A_ND	2	1	1
French_2.8	4387821	SVO	A_ND	2	1	1
French_2.8	4519032	SVO	A_ND	2	1	1
French_2.8	4658721	OSV	A_ND	2	1	1
French_2.8	5184954	OSV	A_ND	2	1	1
French_2.8	618443	OSV	A_ND	2	1	1
French_2.8	6619670	SVO	A_ND	2	1	1
French_2.8	6986021	OSV	A_ND	2	1	1
French_2.8	7883460	OSV	A_ND	2	1	1
French_2.8	946137	SVO	A_ND	2	1	1
French_2.8	946816	SVO	A_ND	2	1	1
French_2.8	9590676	SVO	A_ND	2	1	1
Galician_2.8	2052643	SOV	A_ND	2	1	1
Galician_2.8	8096012	SOV	A_ND	2	1	1
Galician_2.8	8361480	SOV	A_ND	2	1	1
Galician_2.8	2805740	OSV	A_DN	1	2	1
Galician_2.8	3577998	SVO	A_DN	1	2	1
Galician_2.8	4454200	OSV	A_DN	1	2	1
Galician_2.8	6338323	SVO	A_DN	1	2	1
Galician_2.8	1789093	SOV	A_ND	2	1	1
Galician_2.8	308937	OSV	A_ND	2	1	1
Galician_2.8	8857401	SOV	A_DN	1	2	1
Galician_2.8	9415952	SVO	A_DN	1	2	1
Galician_2.8	1036156	OSV	A_DN	1	2	1
Galician_2.8	1895505	SOV	A_DN	1	2	1
Galician_2.8	2376186	SVO	A_DN	1	2	1
Galician_2.8	4768491	SVO	A_DN	1	2	1
Galician_2.8	6311	SVO	A_DN	1	2	1
Galician_2.8	6325365	SVO	A_DN	1	2	1
Galician_2.8	7428639	OSV	A_DN	1	2	1
Galician_2.8	7476575	SOV	A_DN	1	2	1
Galician_2.8	8671639	SVO	A_DN	1	2	1
Galician_2.8	9045127	SVO	A_DN	1	2	1
Galician_2.8	9114177	SVO	A_DN	1	2	1
Galician_2.8	9264615	OSV	A_DN	1	2	1
Galician_2.8	985481	SVO	A_DN	1	2	1
German-GSD_2.8	2224341	SVO	NA_D	1	2	1
German-GSD_2.8	3280637	SOV	AN_D	1	1	2
German-GSD_2.8	3445608	SVO	AN_D	1	1	2
German-GSD_2.8	4844349	SVO	AN_D	1	1	2
German-GSD_2.8	594832	SVO	AN_D	1	1	2
German-GSD_2.8	6782094	SVO	AN_D	1	1	2
German-GSD_2.8	7974419	OSV	AN_D	1	1	2
German-GSD_2.8	8977475	OSV	AN_D	1	1	2
German-GSD_2.8	2933617	OSV	AN_D	1	1	2
German-GSD_2.8	5226887	SVO	AN_D	1	1	2
German-GSD_2.8	5389707	OSV	NA_D	1	2	1
German-GSD_2.8	7601252	SOV	AN_D	1	1	2
German-GSD_2.8	6964306	SVO	AN_D	1	1	2
German-GSD_2.8	8190068	SVO	AN_D	1	1	2
German-GSD_2.8	2066214	OSV	AN_D	1	1	2
German-GSD_2.8	2151783	SOV	AN_D	1	1	2
German-GSD_2.8	2271745	SOV	AN_D	1	1	2
German-GSD_2.8	260407	SOV	AN_D	1	1	2
German-GSD_2.8	2913450	SVO	AN_D	1	1	2
German-GSD_2.8	3510315	SVO	AN_D	1	1	2
German-GSD_2.8	4801496	SVO	AN_D	1	1	2
German-GSD_2.8	4995533	SOV	AN_D	1	1	2
German-GSD_2.8	6236617	SOV	AN_D	1	1	2
German-GSD_2.8	6255712	SVO	AN_D	1	1	2
German-GSD_2.8	7393870	SOV	AN_D	1	1	2
German-GSD_2.8	7444506	SOV	AN_D	1	1	2
German-GSD_2.8	7685439	SOV	AN_D	1	1	2
German-GSD_2.8	7781713	SVO	AN_D	1	1	2
German-GSD_2.8	8824978	SOV	NA_D	1	2	1
German-GSD_2.8	7700279	SOV	NA_D	1	2	1
German_2.8	2040974	SOV	A_ND	2	1	1
Gothic_2.8	1392219	SVO	A_DN	1	2	1
Gothic_2.8	2019497	SOV	NDA_	2	3	1
Gothic_2.8	3617395	SOV	NDA_	2	3	1
Gothic_2.8	5053625	SVO	DA_N	2	1	1
Gothic_2.8	5400320	SVO	DA_N	2	1	1
Gothic_2.8	5979855	SVO	NDA_	2	3	1
Gothic_2.8	8509628	SVO	DAN_	3	1	2
Gothic_2.8	883515	SVO	DAN_	3	1	2
Gothic_2.8	8966435	OSV	DA_N	2	1	1
Gothic_2.8	1629740	SOV	DA_N	2	1	1
Gothic_2.8	2643604	SVO	DA_N	2	1	1
Gothic_2.8	5233091	SOV	DA_N	2	1	1
Gothic_2.8	5264810	SOV	DA_N	2	1	1
Gothic_2.8	7235532	OSV	DA_N	2	1	1
Gothic_2.8	1122958	OSV	DA_N	2	1	1
Gothic_2.8	131635	OSV	DA_N	2	1	1
Gothic_2.8	1402840	SOV	DA_N	2	1	1
Gothic_2.8	3050527	SOV	DA_N	2	1	1
Gothic_2.8	3937260	SOV	A_ND	2	1	1
Gothic_2.8	411224	OSV	DA_N	2	1	1
Gothic_2.8	4543311	OSV	DA_N	2	1	1
Gothic_2.8	5267277	SOV	A_ND	2	1	1
Gothic_2.8	551431	SOV	A_ND	2	1	1
Gothic_2.8	7092596	OSV	DA_N	2	1	1
Gothic_2.8	7096226	SVO	DA_N	2	1	1
Gothic_2.8	7757606	SVO	A_ND	2	1	1
Gothic_2.8	9260975	SVO	DNA_	3	2	1
Greek_2.8	3377404	SVO	NA_D	1	2	1
Greek_2.8	507451	SOV	NA_D	1	2	1
Greek_2.8	6132960	SOV	NA_D	1	2	1
Greek_2.8	6748269	SOV	NA_D	1	2	1
Greek_2.8	870030	SOV	NA_D	1	2	1
Greek_2.8	2308539	SVO	NA_D	1	2	1
Greek_2.8	601389	SOV	NA_D	1	2	1
Greek_2.8	1313833	SOV	NA_D	1	2	1
Greek_2.8	1957907	SVO	NA_D	1	2	1
Greek_2.8	2521732	SVO	NA_D	1	2	1
Greek_2.8	3039344	SVO	NA_D	1	2	1
Greek_2.8	3587052	SVO	NA_D	1	2	1
Greek_2.8	4523616	SOV	NA_D	1	2	1
Greek_2.8	4736257	SOV	NA_D	1	2	1
Greek_2.8	6724394	SVO	NA_D	1	2	1
Greek_2.8	717714	SOV	A_DN	1	2	1
Greek_2.8	7274979	SOV	NA_D	1	2	1
Greek_2.8	8005107	SOV	NA_D	1	2	1
Greek_2.8	8015230	SOV	NA_D	1	2	1
Greek_2.8	8192946	SVO	NA_D	1	2	1
Greek_2.8	8743504	SVO	NA_D	1	2	1
Hebrew_2.8	1265721	SVO	NA_D	1	2	1
Hebrew_2.8	282051	SVO	DA_N	2	1	1
Hebrew_2.8	2943072	SOV	AN_D	1	1	2
Hebrew_2.8	4223344	SOV	NA_D	1	2	1
Hebrew_2.8	4363013	SOV	ADN_	2	1	3
Hebrew_2.8	4646879	SVO	AN_D	1	1	2
Hebrew_2.8	5316767	SOV	DA_N	2	1	1
Hebrew_2.8	5648053	SOV	ADN_	2	1	3
Hebrew_2.8	2301181	SOV	DAN_	3	1	2
Hebrew_2.8	4424040	SOV	DNA_	3	2	1
Hebrew_2.8	1229131	SOV	DAN_	3	1	2
Hebrew_2.8	1292469	SOV	DNA_	3	2	1
Hebrew_2.8	2445855	SOV	ADN_	2	1	3
Hebrew_2.8	2484396	SOV	DAN_	3	1	2
Hebrew_2.8	3144840	SVO	DA_N	2	1	1
Hebrew_2.8	5999401	SVO	DA_N	2	1	1
Hebrew_2.8	613572	SVO	DA_N	2	1	1
Hebrew_2.8	6282168	SVO	DA_N	2	1	1
Hebrew_2.8	6595791	SOV	DAN_	3	1	2
Hebrew_2.8	6959449	SOV	DA_N	2	1	1
Hebrew_2.8	9693901	SVO	DA_N	2	1	1
Hindi_2.8	1114685	SOV	DNA_	3	2	1
Hindi_2.8	1707022	SOV	DNA_	3	2	1
Hindi_2.8	2777487	SOV	DNA_	3	2	1
Hindi_2.8	2868152	SOV	DNA_	3	2	1
Hindi_2.8	3262716	SOV	DNA_	3	2	1
Hindi_2.8	4113069	SOV	DNA_	3	2	1
Hindi_2.8	4529715	SOV	DNA_	3	2	1
Hindi_2.8	8135051	SOV	DNA_	3	2	1
Hindi_2.8	2580767	SOV	DNA_	3	2	1
Hindi_2.8	2692620	SOV	DNA_	3	2	1
Hindi_2.8	2706006	SOV	DNA_	3	2	1
Hindi_2.8	8245246	OSV	DNA_	3	2	1
Hindi_2.8	8726356	SOV	DNA_	3	2	1
Hindi_2.8	9317371	SOV	DNA_	3	2	1
Hindi_2.8	1877639	SOV	DNA_	3	2	1
Hindi_2.8	5778368	SOV	DNA_	3	2	1
Hindi_2.8	866494	SOV	DNA_	3	2	1
Hindi_2.8	1408073	SOV	DNA_	3	2	1
Hindi_2.8	1987810	SOV	DNA_	3	2	1
Hindi_2.8	2747798	SOV	DNA_	3	2	1
Hindi_2.8	3692757	SOV	DNA_	3	2	1
Hindi_2.8	3709769	SOV	DNA_	3	2	1
Hindi_2.8	4572271	SOV	DNA_	3	2	1
Hindi_2.8	5245903	SOV	DNA_	3	2	1
Hindi_2.8	5436072	SOV	DNA_	3	2	1
Hindi_2.8	5613228	SOV	DNA_	3	2	1
Hindi_2.8	7790146	SOV	DNA_	3	2	1
Hindi_2.8	8301709	SOV	DNA_	3	2	1
Hindi_2.8	867498	OSV	DNA_	3	2	1
Hindi_2.8	9346429	OSV	DNA_	3	2	1
Hindi_2.8	94033	SOV	DNA_	3	2	1
Hindi_2.8	9792052	SOV	DNA_	3	2	1
Hungarian_2.8	1358423	SOV	DA_N	2	1	1
Hungarian_2.8	4678901	SOV	DA_N	2	1	1
Hungarian_2.8	5491771	SOV	DNA_	3	2	1
Hungarian_2.8	7330901	SOV	DA_N	2	1	1
Hungarian_2.8	8660580	SOV	DNA_	3	2	1
Hungarian_2.8	9434217	SOV	DA_N	2	1	1
Hungarian_2.8	9085016	SOV	DAN_	3	1	2
Hungarian_2.8	9309958	SOV	ADN_	2	1	3
Hungarian_2.8	8272952	SOV	DA_N	2	1	1
Hungarian_2.8	2073438	OSV	DAN_	3	1	2
Hungarian_2.8	3217007	OSV	DAN_	3	1	2
Hungarian_2.8	1859498	OSV	AD_N	1	1	2
Hungarian_2.8	2444360	SOV	AD_N	1	1	2
Hungarian_2.8	2933658	SOV	AD_N	1	1	2
Hungarian_2.8	5517869	OSV	DAN_	3	1	2
Hungarian_2.8	5781404	OSV	DAN_	3	1	2
Hungarian_2.8	6814010	SOV	DAN_	3	1	2
Hungarian_2.8	7186698	SOV	AD_N	1	1	2
Hungarian_2.8	743662	OSV	NAD_	1	3	2
Hungarian_2.8	7841722	SOV	DAN_	3	1	2
Hungarian_2.8	7920660	SOV	DAN_	3	1	2
Hungarian_2.8	8756544	SVO	AD_N	1	1	2
Hungarian_2.8	9049312	SOV	DAN_	3	1	2
Hungarian_2.8	9325009	SVO	NAD_	1	3	2
Icelandic_2.8	1781802	OSV	ADN_	2	1	3
Icelandic_2.8	4937276	SVO	ADN_	2	1	3
Icelandic_2.8	3524438	SVO	DA_N	2	1	1
Icelandic_2.8	2315478	SVO	DAN_	3	1	2
Icelandic_2.8	1041081	SVO	DAN_	3	1	2
Icelandic_2.8	1362922	OSV	ADN_	2	1	3
Icelandic_2.8	202831	OSV	DAN_	3	1	2
Icelandic_2.8	2688597	OSV	DAN_	3	1	2
Icelandic_2.8	3062261	SVO	DNA_	3	2	1
Icelandic_2.8	4792816	SVO	DAN_	3	1	2
Icelandic_2.8	638701	OSV	ADN_	2	1	3
Icelandic_2.8	7197449	SVO	AN_D	1	1	2
Icelandic_2.8	7506640	OSV	DAN_	3	1	2
Icelandic_2.8	8992934	SVO	DAN_	3	1	2
Icelandic_2.8	9153652	SOV	AD_N	1	1	2
Icelandic_2.8	9586639	SVO	ADN_	2	1	3
Icelandic_2.8	9633227	SVO	A_DN	1	2	1
Indonesian_2.8	1178228	SOV	NDA_	2	3	1
Indonesian_2.8	2630308	SOV	NDA_	2	3	1
Indonesian_2.8	2664755	SOV	NDA_	2	3	1
Indonesian_2.8	281306	SOV	DAN_	3	1	2
Indonesian_2.8	4207955	SOV	NDA_	2	3	1
Indonesian_2.8	5456789	SOV	DNA_	3	2	1
Indonesian_2.8	6006423	SOV	DAN_	3	1	2
Indonesian_2.8	6079080	SOV	DAN_	3	1	2
Indonesian_2.8	8407843	SOV	DAN_	3	1	2
Indonesian_2.8	8460437	SOV	DAN_	3	1	2
Indonesian_2.8	9095416	SOV	DAN_	3	1	2
Indonesian_2.8	9701769	SOV	DAN_	3	1	2
Indonesian_2.8	6186702	SOV	DAN_	3	1	2
Indonesian_2.8	2534895	OSV	NDA_	2	3	1
Indonesian_2.8	6170753	SOV	DAN_	3	1	2
Indonesian_2.8	7323882	SOV	DAN_	3	1	2
Indonesian_2.8	1099312	SOV	DNA_	3	2	1
Indonesian_2.8	247373	SOV	DNA_	3	2	1
Indonesian_2.8	3159952	OSV	DA_N	2	1	1
Indonesian_2.8	4288941	SOV	NDA_	2	3	1
Indonesian_2.8	4799201	SOV	NDA_	2	3	1
Indonesian_2.8	585499	SVO	DNA_	3	2	1
Indonesian_2.8	7298531	SVO	NA_D	1	2	1
Indonesian_2.8	7397619	SOV	DNA_	3	2	1
Indonesian_2.8	7818641	SOV	DA_N	2	1	1
Indonesian_2.8	9196865	SOV	DNA_	3	2	1
Irish_2.8	1089680	SVO	NDA_	2	3	1
Irish_2.8	305026	OSV	A_DN	1	2	1
Irish_2.8	3709881	OSV	NDA_	2	3	1
Irish_2.8	4294334	OSV	A_DN	1	2	1
Irish_2.8	4522531	SVO	NA_D	1	2	1
Irish_2.8	6470239	OSV	NA_D	1	2	1
Irish_2.8	7712527	OSV	A_DN	1	2	1
Irish_2.8	7842978	OSV	AN_D	1	1	2
Irish_2.8	9756335	SOV	A_DN	1	2	1
Irish_2.8	1425867	SOV	AND_	1	2	3
Irish_2.8	2549630	OSV	AN_D	1	1	2
Irish_2.8	3562538	SOV	AD_N	1	1	2
Irish_2.8	4819192	OSV	DAN_	3	1	2
Irish_2.8	7911714	OSV	AD_N	1	1	2
Irish_2.8	4607241	SOV	NA_D	1	2	1
Irish_2.8	1720040	SOV	AD_N	1	1	2
Irish_2.8	2417523	OSV	A_DN	1	2	1
Irish_2.8	2903694	OSV	AN_D	1	1	2
Irish_2.8	3866123	OSV	AD_N	1	1	2
Irish_2.8	1516276	OSV	DA_N	2	1	1
Irish_2.8	1674	SOV	AN_D	1	1	2
Irish_2.8	2566056	SOV	DA_N	2	1	1
Irish_2.8	2634976	SOV	NA_D	1	2	1
Irish_2.8	2692050	OSV	A_DN	1	2	1
Irish_2.8	3509996	SOV	NA_D	1	2	1
Irish_2.8	6222802	SOV	DA_N	2	1	1
Irish_2.8	6385889	OSV	NA_D	1	2	1
Irish_2.8	7044484	SOV	A_DN	1	2	1
Irish_2.8	8710707	SOV	A_DN	1	2	1
Italian_2.8	2202374	SVO	AN_D	1	1	2
Italian_2.8	2478443	SOV	AN_D	1	1	2
Italian_2.8	2632357	SVO	AN_D	1	1	2
Italian_2.8	3045358	OSV	AN_D	1	1	2
Italian_2.8	4823001	OSV	AN_D	1	1	2
Italian_2.8	5634201	OSV	AN_D	1	1	2
Italian_2.8	6340310	OSV	AN_D	1	1	2
Italian_2.8	654985	SVO	NA_D	1	2	1
Italian_2.8	67959	SVO	AN_D	1	1	2
Italian_2.8	6883503	OSV	AD_N	1	1	2
Italian_2.8	3395048	OSV	NA_D	1	2	1
Italian_2.8	6240872	OSV	NA_D	1	2	1
Italian_2.8	718071	OSV	NA_D	1	2	1
Italian_2.8	9242581	OSV	NA_D	1	2	1
Italian_2.8	3200878	SOV	NA_D	1	2	1
Italian_2.8	533165	OSV	NA_D	1	2	1
Italian_2.8	5656329	SOV	A_DN	1	2	1
Italian_2.8	7523465	SOV	NA_D	1	2	1
Italian_2.8	1364418	SOV	NA_D	1	2	1
Italian_2.8	2064549	OSV	NA_D	1	2	1
Italian_2.8	2571470	OSV	AN_D	1	1	2
Italian_2.8	270558	OSV	NA_D	1	2	1
Italian_2.8	2888033	OSV	AN_D	1	1	2
Italian_2.8	4044423	OSV	DAN_	3	1	2
Italian_2.8	4665714	OSV	NA_D	1	2	1
Italian_2.8	5583820	OSV	NA_D	1	2	1
Italian_2.8	6695826	SOV	NA_D	1	2	1
Italian_2.8	6724629	SOV	NA_D	1	2	1
Italian_2.8	9639687	SOV	AN_D	1	1	2
Japanese-GSD_2.8	2444157	SOV	DAN_	3	1	2
Japanese-GSD_2.8	4422448	SOV	DAN_	3	1	2
Japanese-GSD_2.8	484600	SOV	DA_N	2	1	1
Japanese-GSD_2.8	4913566	SOV	DAN_	3	1	2
Japanese-GSD_2.8	5131554	SOV	DAN_	3	1	2
Japanese-GSD_2.8	5535468	SOV	DAN_	3	1	2
Japanese-GSD_2.8	5606797	SOV	DAN_	3	1	2
Japanese-GSD_2.8	683246	SOV	DAN_	3	1	2
Japanese-GSD_2.8	8469707	SOV	DAN_	3	1	2
Japanese-GSD_2.8	9055217	SOV	DAN_	3	1	2
Japanese-GSD_2.8	2158931	SOV	DAN_	3	1	2
Japanese-GSD_2.8	3904755	SOV	ADN_	2	1	3
Japanese-GSD_2.8	5168207	SOV	DAN_	3	1	2
Japanese-GSD_2.8	9250872	SOV	DAN_	3	1	2
Japanese-GSD_2.8	1616799	SOV	DNA_	3	2	1
Japanese-GSD_2.8	2241728	SVO	AND_	1	2	3
Japanese-GSD_2.8	3262740	SOV	DAN_	3	1	2
Japanese-GSD_2.8	3453294	SOV	DAN_	3	1	2
Japanese-GSD_2.8	3819968	SOV	NAD_	1	3	2
Japanese-GSD_2.8	4221957	SVO	NAD_	1	3	2
Japanese-GSD_2.8	440082	SVO	NA_D	1	2	1
Japanese-GSD_2.8	4567065	SVO	NA_D	1	2	1
Japanese-GSD_2.8	5333339	SVO	DNA_	3	2	1
Japanese-GSD_2.8	53766	SOV	DNA_	3	2	1
Japanese-GSD_2.8	6131202	SOV	DAN_	3	1	2
Japanese-GSD_2.8	6232774	SVO	NAD_	1	3	2
Japanese-GSD_2.8	6439702	SOV	NAD_	1	3	2
Japanese-GSD_2.8	7916713	SOV	NAD_	1	3	2
Japanese-GSD_2.8	83502	SOV	NA_D	1	2	1
Japanese-GSD_2.8	1356366	SOV	AN_D	1	1	2
Japanese_2.8	5938849	SOV	DAN_	3	1	2
Japanese_2.8	7930140	SOV	DAN_	3	1	2
Kazakh_2.8	2712926	SOV	DNA_	3	2	1
Kazakh_2.8	397920	SOV	DAN_	3	1	2
Kazakh_2.8	4660998	SOV	DAN_	3	1	2
Kazakh_2.8	68677	SOV	DAN_	3	1	2
Kazakh_2.8	7488716	OSV	A_DN	1	2	1
Kazakh_2.8	7948118	SOV	DAN_	3	1	2
Kazakh_2.8	8949167	SOV	DAN_	3	1	2
Kazakh_2.8	5850255	OSV	AD_N	1	1	2
Kazakh_2.8	8296903	OSV	A_ND	2	1	1
Kazakh_2.8	1622359	SOV	DAN_	3	1	2
Kazakh_2.8	3040769	SOV	DAN_	3	1	2
Kazakh_2.8	418051	SOV	DAN_	3	1	2
Kazakh_2.8	5315841	SOV	DAN_	3	1	2
Kazakh_2.8	5666902	OSV	A_ND	2	1	1
Kazakh_2.8	6287496	OSV	ADN_	2	1	3
Kazakh_2.8	7154617	SVO	NA_D	1	2	1
Kazakh_2.8	783819	SOV	A_ND	2	1	1
Kazakh_2.8	8162886	OSV	A_ND	2	1	1
Kazakh_2.8	8513761	SOV	DAN_	3	1	2
Kazakh_2.8	8708617	OSV	ADN_	2	1	3
Kazakh_2.8	9019547	SOV	DAN_	3	1	2
Kazakh_2.8	9202408	SOV	A_ND	2	1	1
Kiche_2.8	1055451	SOV	AND_	1	2	3
Kiche_2.8	232806	SOV	DA_N	2	1	1
Kiche_2.8	2676040	SOV	A_ND	2	1	1
Kiche_2.8	2923173	SOV	NDA_	2	3	1
Kiche_2.8	3223504	SOV	A_DN	1	2	1
Kiche_2.8	4116267	SOV	DA_N	2	1	1
Kiche_2.8	4312341	SOV	AN_D	1	1	2
Kiche_2.8	4529567	SOV	DA_N	2	1	1
Kiche_2.8	4911342	SOV	AN_D	1	1	2
Kiche_2.8	4914668	SOV	DA_N	2	1	1
Kiche_2.8	5744958	SOV	NAD_	1	3	2
Kiche_2.8	5917154	SOV	DNA_	3	2	1
Kiche_2.8	699194	SOV	NAD_	1	3	2
Kiche_2.8	9082184	SOV	NAD_	1	3	2
Kiche_2.8	946277	SOV	A_DN	1	2	1
Komi_Zyrian_2.8	188893	SVO	DA_N	2	1	1
Komi_Zyrian_2.8	1933688	SVO	DA_N	2	1	1
Komi_Zyrian_2.8	2558690	SVO	DAN_	3	1	2
Komi_Zyrian_2.8	271673	SVO	DA_N	2	1	1
Komi_Zyrian_2.8	2935113	SVO	DA_N	2	1	1
Komi_Zyrian_2.8	3077304	SVO	NDA_	2	3	1
Komi_Zyrian_2.8	365583	SVO	NAD_	1	3	2
Komi_Zyrian_2.8	3866228	SVO	A_ND	2	1	1
Komi_Zyrian_2.8	4177160	SVO	NDA_	2	3	1
Komi_Zyrian_2.8	5659428	SVO	A_DN	1	2	1
Komi_Zyrian_2.8	7509194	SVO	A_ND	2	1	1
Komi_Zyrian_2.8	7878316	SVO	DNA_	3	2	1
Komi_Zyrian_2.8	9453217	SVO	A_DN	1	2	1
Komi_Zyrian_2.8	9557703	SVO	DA_N	2	1	1
Komi_Zyrian_2.8	9961477	SVO	DA_N	2	1	1
Korean_2.8	3439670	SOV	NAD_	1	3	2
Korean_2.8	4115296	SOV	NAD_	1	3	2
Korean_2.8	5532449	SOV	AND_	1	2	3
Korean_2.8	5678795	SOV	NAD_	1	3	2
Korean_2.8	7408890	SOV	AND_	1	2	3
Korean_2.8	9531925	SOV	AND_	1	2	3
Korean_2.8	1615870	SOV	DAN_	3	1	2
Korean_2.8	5437010	SOV	DAN_	3	1	2
Korean_2.8	735041	SOV	DAN_	3	1	2
Korean_2.8	8488218	SOV	DAN_	3	1	2
Korean_2.8	7593701	SOV	DAN_	3	1	2
Korean_2.8	1866212	SOV	DAN_	3	1	2
Korean_2.8	2305826	SOV	DAN_	3	1	2
Korean_2.8	2618551	SOV	DAN_	3	1	2
Korean_2.8	3635910	SOV	DAN_	3	1	2
Korean_2.8	4153643	SOV	DAN_	3	1	2
Korean_2.8	4232508	SOV	DAN_	3	1	2
Korean_2.8	4756511	SOV	DAN_	3	1	2
Korean_2.8	6492195	SOV	DAN_	3	1	2
Korean_2.8	7643484	SOV	DAN_	3	1	2
Korean_2.8	7703743	SOV	DAN_	3	1	2
