alpha	cutoff	delta	gamma	idForProcess	language	model	script
1.0	2	1.0	1	3286095	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9959273	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4538091	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3752391	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8705039	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3634912	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	5078352	Breton_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8303219	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	8662974	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	1399532	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	6530506	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	1635371	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	2848887	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	5646094	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7202292	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	9199449	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	1259114	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	4701068	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch
1.0	2	1.0	1	587495	Bulgarian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7373989	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2045081	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1447787	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	1094356	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2261211	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6786642	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	8916785	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8053972	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6881852	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7837727	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7899364	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	9324356	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3837604	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2535577	Bulgarian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1351980	Buryat_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	574588	Buryat_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	5786256	Buryat_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	9832049	Buryat_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7645536	Buryat_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6660068	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9024409	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6699978	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	7285369	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4502530	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	5146189	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6544066	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3243011	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	5358428	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1173974	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	5640373	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3929178	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1124083	Buryat_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7963825	Cantonese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	3212154	Cantonese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7419086	Cantonese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1310037	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6226204	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9013505	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3332505	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3170065	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8194726	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7713149	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7211551	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9094929	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9995892	Cantonese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6703456	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7165166	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	1195632	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	2304785	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	3005480	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	1895482	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	3467999	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	8201518	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	481419	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7333816	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	7335666	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch
1.0	2	1.0	1	8227355	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch
1.0	2	1.0	1	7695194	Catalan_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3339660	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4762905	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1647165	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	892645	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7129822	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3587967	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	3769446	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4116840	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	5773765	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	2851245	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	449636	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1254277	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1575593	Catalan_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	5260510	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	4812156	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	6227496	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7686013	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	3636827	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	2558173	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7736584	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	3013311	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7441763	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch
1.0	2	1.0	1	3503288	Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1970058	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2435743	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1000250	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9227233	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2801897	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9588735	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	746139	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1875013	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9840204	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	8849247	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4543332	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1429280	Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4711493	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	4227861	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7293998	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	6206542	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	6647993	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	9811044	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	4351282	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	9543150	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	2549994	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	6462719	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	1898464	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	6078169	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	6987080	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	5459106	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	6127615	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch
1.0	2	1.0	1	2100809	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	186050	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7323416	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2170123	Classical_Chinese_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2918897	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3481283	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4113986	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	366727	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	7930376	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6140454	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9916648	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	6257735	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	75009	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4859635	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7421448	Classical_Chinese_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	40652	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	3953120	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	3856592	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	3981202	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	403327	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	1611507	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	5133561	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	6533051	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch
1.0	2	1.0	1	4728743	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2779498	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4243503	Coptic_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3296878	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6639392	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4316769	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1855062	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	5610948	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8621666	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3564207	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8895749	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	7662295	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8520331	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7689629	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2696398	Coptic_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	197428	Croatian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	6485993	Croatian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	8292270	Croatian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	6650788	Croatian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	9544671	Croatian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7920365	Croatian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8543696	Croatian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9842921	Croatian_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3600636	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8133044	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1056703	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	971787	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2891712	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3699291	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8935108	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	4046534	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	7065793	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6633399	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7834606	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	7431618	Croatian_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	6103800	Czech_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1832511	Czech_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9997392	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	2869224	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	1089989	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	974669	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	5607565	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	6663986	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	8425939	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	1140951	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	2469320	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	9838262	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Adap
1.0	2	1.0	1	4845358	Danish_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1763943	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	2798080	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3168207	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	777694	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	3400195	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	433241	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	3	1.0	1	8057767	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9315211	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	1843244	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	9058515	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	993703	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8654858	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	5872895	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	75579	Danish_2.8	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal_Stoch_Adap
1.0	2	1.0	1	8277493	Dutch_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	5697072	Dutch_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
1.0	2	1.0	1	7445873	Dutch_2.6	None	forWords_Finnish_OptimizeOrder_Coarse_FineSurprisal
